InChIKey,smiles,ic50_nm,pIC50,ID
VNZISEQYSUOOCP-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccccc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,14040.0,4.852632892206214,CHEMBL3747079
VOPNWXZDJKCCRE-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC,24.0,7.619788758288394,5329009
VPEBRIFNBKFIFR-DBWIEHIASA-N,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@H](C(=O)O)[C@H](C)O)C2=O)[C@@H]1C,40.0,7.397940008672037,CHEMBL2315408
VPEBRIFNBKFIFR-GYAOZCJBSA-N,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@H](C)O)C2=O)[C@@H]1C,96.0,7.017728766960431,CHEMBL2315406
VPEBRIFNBKFIFR-ITRWQBHKSA-N,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@H](C(=O)O)[C@@H](C)O)C2=O)[C@@H]1C,27.0,7.568636235841012,CHEMBL2315704
VPPDBLLRRNCUSU-QGZVFWFLSA-N,C[C@H](C1=CC=CC=C1)NC2=NC=NC3=CC(=C(C=C32)OCCCCCCC(=O)NO)OC,63.9,7.277977602040962,45140349
VPPXRIQJRSEVGR-UHFFFAOYSA-N,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,2520.0,5.598599459218455,CHEMBL1958216
VRGOWRHHJHLAFC-UHFFFAOYSA-N,CCCc1c(C(=O)OCC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,1200.0,5.920818753952375,CHEMBL438805
VSNMAFGMOIYXIQ-JXMROGBWSA-N,Fc1ccccc1NCc1coc(/C=C/c2ccc(C(F)(F)F)cc2)n1,5790.0,5.237321436272564,CHEMBL5202630
VSXDSBHUFXBAHM-NRFANRHFSA-N,N[C@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,52.0,7.2839966563652,CHEMBL246687
VSXDSBHUFXBAHM-OAQYLSRUSA-N,N[C@@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,70.0,7.154901959985743,CHEMBL393848
VTBGXVHIEWGJBV-UHFFFAOYSA-N,NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cccnc5)c(Cl)c4)c23)CC1,36.0,7.443697499232712,CHEMBL391387
VTLGISZPEUFMGV-UHFFFAOYSA-N,CCc1c(NC(=O)OCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,40.0,7.397940008672037,CHEMBL412367
VTMJQSPPJIJGNW-UHFFFAOYSA-N,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,435.0,6.377243666092925,CHEMBL269620
VTXQTIHBNGSDQB-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2)=N1,7050.0,5.151810883008601,CHEMBL1958031
VUUXIIIZODMBCO-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)CSCC(=O)O)C=C(C#N)C#N,91000.0,4.040958607678906,44345676
VWELCPLMPPEKOL-UHFFFAOYSA-N,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCCN4C=C(C=N4)Cl)C5CCN(CC5)CCCF,6000.0,5.221848749616356,135441202
VWQGZWGCZQZISM-UHFFFAOYSA-N,O=C(CO)NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,120.0,6.920818753952375,CHEMBL247513
VXJCKEGWFQFYGD-SJCJKPOMSA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2C(=O)N1,50.0,7.301029995663981,CHEMBL3947712
VXJCKEGWFQFYGD-YVEFUNNKSA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@@H]2C(=O)N1,1000.0,6.0,CHEMBL3945072
VXPOFHMNNNIQLJ-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(N=CN=C3S2)NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,6.0,8.221848749616356,25195273
VYIOEWGYVSVAKJ-UHFFFAOYSA-N,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1,2750.0,5.560667306169737,CHEMBL1958221
VYZQSAKXLMEDCB-UHFFFAOYSA-N,CCC1=CC(=NC=C1)NC(=O)C2=CC=C(C=C2)OC3=C4C=C(C=CC4=NC=C3)NC(=O)C=C,268.0,6.571865205971211,121273408
VZMNZEALGODQPC-JXMROGBWSA-N,COc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)cc3)c2cc1NC(=O)/C=C/CN(C)C,363.0,6.440093374963888,CHEMBL424959
VZUOXKTTZJFLLO-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Br)cc2)=N1,3050.0,5.515700160653214,CHEMBL1958022
WBDQHTACMQEIFX-PTNGSMBKSA-N,CC(C)(C)C1=C(C=CC(=C1)/C=C\2/C3=CC=CC=C3NC2=O)OC,13200.0,4.87942606879415,9995374
WBHHZYKWKMSRQM-UHFFFAOYSA-N,C#Cc1cc(Nc2ncnc3cc(OCCOC)c(OCCCCCCCC(=O)NO)cc23)ccc1F,100.0,7.0,CHEMBL3909900
WCOVFXVCWRMHFE-UHFFFAOYSA-N,O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)c1ccc(C(F)(F)F)cc1O,96.0,7.017728766960431,CHEMBL4286374
WCVWWGMNEYDXSB-UHFFFAOYSA-N,c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,1890.0,5.723538195826755,CHEMBL2325095
WDENQIQQYWYTPO-IBGZPJMESA-N,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,1000.0,6.0,CHEMBL3707348
WDJUUISIVREQHL-UHFFFAOYSA-N,C1CN(CCC1N)CC2=C3C(=NC=NN3C=C2)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,22.5,7.6479247415801,10151881
WDQXCAKHPJSZET-OWOJBTEDSA-N,O=C(/C=C/CN1CC2CCC1C(=O)C2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,30.0,7.522878745280337,CHEMBL3233785
WDVRZTDWJNHZTE-UHFFFAOYSA-N,Clc1ccc(Nc2ccnc3[nH]c4ccccc4c23)cc1,310.0,6.508638306165727,CHEMBL3133823
WFADQLXGYLZEED-UHFFFAOYSA-N,Cc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1,6680.0,5.175223537524454,CHEMBL2325107
WFRLFWGASBLYTC-UHFFFAOYSA-N,Cc1cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)nc(C)n1,2850.0,5.792513326014591,CHEMBL364623
WFWGCFGIGNLAGO-UHFFFAOYSA-N,FC(F)(F)c1cccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,30.0,7.522878745280337,CHEMBL1922905
WFWOGZGJIURUFA-GORDUTHDSA-N,C1CSCCN1C/C=C/C(=O)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=CC=C4)Br,2808.0,5.551602896542232,5328974
WGUUIXDGODOOAS-UHFFFAOYSA-N,Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccccc1,4210.0,5.375717904164332,CHEMBL1828860
WGYDIWMVEHEUEZ-UHFFFAOYSA-N,COCCOCC#CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br,116.0,6.935542010773082,5328966
WGYFFABRRMMMFS-UHFFFAOYSA-N,O=C(Nc1ccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)cc1)NC1CCCCC1,4700.0,5.327902142064282,CHEMBL3891774
WHAIZABWYXHNPG-DHZHZOJOSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1,59.0,7.229147988357855,CHEMBL178312
WHYDOZDJTWFLEP-UHFFFAOYSA-N,CCc1c(C(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,40.0,7.397940008672037,CHEMBL196438
WIWNKOJNZFTMRN-FLIBITNWSA-N,CC1=C\2C(=CC=C1)NC(=O)/C2=C\C3=CC=C(S3)SC,91400.0,4.039053804266168,10779668
WJWDSZSWGLMXLC-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)CC2=CC=C(C=C2)F,10530.0,4.9775716288145135,56680357
WLCUHTAPIDOTCJ-YRNVUSSQSA-N,C1=CC=C2C(=C1)C(=CN2)C(=O)C3=NC(=C(N3)/C=C/4\C=NC5=C4C=CC(=C5)O)O,7400.0,5.130768280269024,135464244
WLLKPDBSPXZCTG-UHFFFAOYSA-N,CS(=O)(=O)CCNCCCCOC1=CC2=C(C=C1)N=CN=C2NC3=CC=CC(=C3)C#C,234.0,6.630784142589857,5329489
WLTOIVIRGVHOAN-UHFFFAOYSA-N,CC(=CCCN1C2=NC=NC(=C2N=C1SC3=C(C=CC(=C3)OC)I)N)C,370.0,6.431798275933005,10277546
WOAVUZPOSJDYLY-JXMROGBWSA-N,COc1cc2ncc(C#N)c(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,75.0,7.1249387366083,CHEMBL180227
WPPDHWSWHZDVQN-UHFFFAOYSA-N,N#CCC(=O)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc21,240.0,6.619788758288394,CHEMBL4282506
WPTTVYYKSYXMJP-UHFFFAOYSA-N,CCOc1cccc(Nc2ccnc3[nH]c4ccc(S(=O)(=O)N5CCN(CCO)CC5)cc4c23)c1,6530.0,5.185086818724926,CHEMBL3133831
WQBUHXFDAFUDSU-HAVVHWLPSA-N,Cc1nn(-c2ccccc2)c2nc(CC(=O)N3NC(=O)/C(=C\c4ccccc4)N=C3c3ccccc3)[nH]c(=O)c12,872.3,6.0593341275241706,CHEMBL4790553
WRQKYTMPGPMLPI-UHFFFAOYSA-N,Brc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,2320.0,5.634512015109101,CHEMBL2325091
WRSGNGCVOFVSNB-HFWQXQBYSA-N,CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](CO)C(=O)O)C2=O)[C@@H]1C,22.0,7.657577319177793,CHEMBL2315404
WRUDTZAASVCWAT-QDLOVBKTSA-N,CN(C)C/C=C/C(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1O[C@@H]1CCOC1,6.2,8.207608310501746,CHEMBL4759112
WRXRFFUVXFNKGG-UHFFFAOYSA-N,Nc1nccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,12.0,7.920818753952375,CHEMBL381604
WSDDCSPJUMHQSE-KPKJPENVSA-N,C1=CC(=CC=C1C(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N)[N+](=O)[O-],3000.0,5.522878745280337,5328765
WTCWMZHEAXFWPJ-UHFFFAOYSA-N,N#Cc1cc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2n1CCOCCO,19.0,7.721246399047171,CHEMBL1923018
WTWFBKFNVCFROY-UHFFFAOYSA-N,O=C(CCCl)Nc1ccc2ncnc(Nc3ccc4[nH]cc(Br)c4c3)c2c1,75.1,7.124360062995832,CHEMBL5208454
WUOFCZPJKYPFBV-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCc1cn(CCC(=O)NO)nn1,3.7,8.431798275933005,CHEMBL4758842
WUPUQIUJIDRWAX-UHFFFAOYSA-N,Cc1cncc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCC(N)CC6)c45)ccc32)c1,13.0,7.886056647693163,CHEMBL248114
WUZJUVCMTGFTDE-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccc(I)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,12660.0,4.897566294318664,CHEMBL3746564
WVBOSBMDZYIKPK-UHFFFAOYSA-N,C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)NC3=NC=NC4=C3SC(=C4)C5=CC=CN5)Cl,121.0,6.91721462968355,44571452
WVCAYXOTVLLXMU-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc2c(s1)CNCC2,50.0,7.301029995663981,CHEMBL3945353
WVUNYSQLFKLYNI-AATRIKPKSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,1229.5,5.9102714669252645,CHEMBL607707
WVWYBUKDEAJOCJ-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC(=NC=N2)NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl,6300.0,5.200659450546418,53325046
WWZJQIRRGMAENV-UHFFFAOYSA-N,COc1ccc(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)cc1Cl,1100.0,5.958607314841775,CHEMBL197525
WXFJAWWXWDNJPZ-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,18890.0,4.723768042078167,CHEMBL3746980
WYYIXXHLBKSPQG-UHFFFAOYSA-N,CC[n+]1c(/C=C/c2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)sc2ccccc21.[I-],50.0,7.301029995663981,CHEMBL5409246
WYZOMYWEQQWFAG-UHFFFAOYSA-N,C1=CC=C(C(=C1)N)NC(=O)CCC2=CC=C(C=C2)C3=CC4=C(C=C3)N=CN=C4NC5=CC(=C(C=C5)OCC6=CC(=CC=C6)F)Cl,4.7,8.327902142064282,49855951
WZOHBJVJJKWIKR-LJQANCHMSA-N,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CNCCCCCC(=O)NO)cc3)cc12)c1ccccc1,100.0,7.0,CHEMBL3936547
WZZXMNBOPNKKSX-BKHFGAQXSA-N,COc1cc(Nc2ncnc3ccc(-c4ccc(CN5C[C@@H]6[C@@H](CO)[C@@H]6C5)cc4)cc23)ccc1Oc1ccccc1,11.0,7.958607314841775,CHEMBL3890526
XAKLZFYPIQVZMO-UHFFFAOYSA-N,N#CC(C#N)=CNc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,2720.0,5.565431095965801,CHEMBL3633938
XBSPHUIHEWDMHZ-UHFFFAOYSA-N,CC1(N)CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,43.0,7.366531544420413,CHEMBL393264
XCAOLOJNZVNRSK-HKBOAZHASA-N,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1C[C@H]2OCC3(OCCO3)[C@H]2O1,50.0,7.301029995663981,CHEMBL3964605
XCIKLSSUHGYTCI-UHFFFAOYSA-N,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccn3)cc2Cl)c1,55.0,7.259637310505756,CHEMBL205045
XDESVXWYQFZXJJ-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1CN(C)CC(C)(C)O1,50.0,7.301029995663981,CHEMBL3939133
XDFXVPOVSDJRPC-INIZCTEOSA-N,C[C@@H](C1=CC=C(C=C1)Cl)NC2=NC=NC3=CC(=C(C=C32)OCCCCCCC(=O)NO)OC,556.9,6.254222782110241,45140351
XDNJRZIUYRZKNY-VMPITWQZSA-N,C1CCN(CC1)C/C=C/C(=O)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=CC=C4)Br,1559.0,5.807153884811158,5328972
XDVUZJSZZMHEEE-UHFFFAOYSA-N,COc1cc(N2CCC(N3CCN(CCF)CC3)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,1000.0,6.0,CHEMBL3950296
XDYCDXFDVOBDOO-ONEGZZNKSA-N,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,50.0,7.301029995663981,CHEMBL190094
XEFHBSLLSUQSHE-ZROIWOOFSA-N,CC(C)(C)C1=C(C(=CC(=C1)/C=C\2/C3=CC=CC=C3NC2=O)Br)OC,19000.0,4.721246399047171,44321301
XEWDTZOOQNFSOM-UHFFFAOYSA-N,NC(=O)Nc1ccc(C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1,275.0,6.560667306169737,CHEMBL3633940
XFDYLGGJRSOHKI-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCC(=O)NO,69.1,7.208968318544146,24944935
XFEHHJQRPUGUMO-UHFFFAOYSA-N,NC(=S)N1N=C(c2ccc(F)cc2)CC1c1ccc2ccccc2c1,1750.0,5.756961951313706,CHEMBL2325110
XFUGKGRUXXJRJA-UHFFFAOYSA-N,CS(=O)(=O)CCNC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,190.0,6.721246399047171,CHEMBL246898
XGALLCVXEZPNRQ-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,1290.5454545454545,5.915485110017921,123631
XGESIFJYTSFXBI-JXMROGBWSA-N,COc1cc2ncc(C#N)c(Nc3ccc(NCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,13000.0,4.886056647693163,CHEMBL179521
XGGPNQWFYUZWNO-QGZVFWFLSA-N,C[C@H](C(=O)N(C)C)OC1=CC=CC2=C1C(=NC=N2)NC3=CC4=C(C=C3)N(N=C4)CC5=CC=CC=N5,8.0,8.096910013008056,16116961
XGLHIWOCCSHJJN-UHFFFAOYSA-N,Brc1ccc(C2=NN(c3nc(-c4ccc(Br)cc4)cs3)C(c3ccc4c(c3)OCCO4)C2)cc1,460.0,6.337242168318426,CHEMBL2316785
XGQYDXDAYUFKRH-UHFFFAOYSA-N,O=C(CNCCO)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,10.4,7.982966660701219,CHEMBL4783947
XGSCWZVQRNHENL-RMKNXTFCSA-N,C#CC1=CC(=CC=C1)NC2=NC=NC3=C2C=C(C=C3)S(=O)(=O)N4C=CC(=C4)/C=C/C(=O)NO,3400.0,5.468521082957745,58191961
XGYONXNDSMGIDL-UHFFFAOYSA-N,CC1=CC=C(C=C1)C2CC(=NN2C3=NC(=O)CS3)C4=CC=C(C=C4)Cl,8130.0,5.089909454405932,57393966
XHBINYIIFGVWSM-VNTMZGSJSA-N,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(F)F,50.0,7.301029995663981,CHEMBL3921689
XHEGSRSQWOQKMA-UHFFFAOYSA-N,CS(=O)(=O)N1CCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,120.0,6.920818753952375,CHEMBL400413
XHJPFLSAHTYUNW-ONEGZZNKSA-N,CN(C)C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,319.0,6.496209316942819,CHEMBL2441565
XHXFZZNHDVTMLI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,710.0,6.1487416512809245,CHEMBL5416410
XJDLHHHTZRBRFC-ZMUKGBGYSA-N,CCN(CC)[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Oc1cc2ncnc(Nc3ccc(Br)c(Cl)c3)c2cc1OC,1000.0,6.0,CHEMBL3909572
XJJAPLKPKZLYTN-YLYRJVCHSA-N,COc1cc2c(Nc3ccc(N4CCN(C)C(F)C4)cc3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2F,1000.0,6.0,CHEMBL3890300
XJKTUTUQMCPTDY-UHFFFAOYSA-N,NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cccc[n+]5[O-])c(Cl)c4)c23)CC1,18.0,7.744727494896693,CHEMBL248322
XJKWUSYIOHJDIM-UHFFFAOYSA-N,CN(CCO)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,30.0,7.522878745280337,CHEMBL3409482
XJMBQSMRJLKLBY-UHFFFAOYSA-N,CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)S(C)(=O)=O,7.1000000000000005,8.148741651280925,CHEMBL2148048
XKPNZYKHLRMXRP-CPSHHHPTSA-N,Cc1cc(Nc2ncnc3cc(O)c(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1ccn2ncnc2c1,1.43,8.844663962534938,CHEMBL5193451
XLFNLJYGUOLEJS-SFHVURJKSA-N,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,10000.0,5.0,CHEMBL3884319
XLQRPZAGFWJWJE-UHFFFAOYSA-N,CCNCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,9700.0,5.013228265733755,CHEMBL369967
XLTBCEXDNJRORO-UHFFFAOYSA-N,O=C(Nc1ccc2ncnc(Nc3ccc(Oc4cccc(F)c4)c(Cl)c3)c2c1)c1ccc(CNCCO)cc1,12.0,7.920818753952375,CHEMBL4782561
XMFXBOGXTNAKKW-XYOKQWHBSA-N,C1CCC(CC1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,17000.0,4.769551078621726,2385464
XNMHWKJRXNZELF-UHFFFAOYSA-N,CN(CCOC1=CC=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C(=O)CO,4.0,8.397940008672037,11454712
XNRVGTHNYCNCFF-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,37.075,7.663927971490504,CHEMBL1201179
XOGIZRHMTHEIRK-UHFFFAOYSA-N,COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCCNC(C)C)c1,180.0,6.7447274948966935,CHEMBL381521
XOQKZEMXCAEBHU-UHFFFAOYSA-N,CN(CCCOC1=CC2=C(C=C1)N=CN=C2NC3=CC=C(C=C3)OCC4=CC=CC=C4)CCS(=O)(=O)C,1778.0,5.750068243365805,5329487
XOYJBTWSRNRWGI-DHZHZOJOSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,76.0,7.119186407719209,CHEMBL434720
XPIMFGVJMFQULC-UHFFFAOYSA-N,O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccc(Br)cc1,19830.0,4.702677285794698,CHEMBL1828879
XPUIECRALWERTL-UHFFFAOYSA-N,OCCOCCn1ccc2ncnc(Nc3cnc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,11.0,7.958607314841775,CHEMBL1614726
XQHYZFKPEXFISZ-UHFFFAOYSA-N,O=S(=O)(NCCc1cccc(F)c1)c1cc(-c2cccc3c2Sc2ccccc2S3)cc(C(F)(F)F)c1,10400.0,4.982966660701219,CHEMBL4173044
XQMZYPWMBLSXOO-JXMROGBWSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCO,27.0,7.568636235841012,CHEMBL361343
XQNBRKJAXBTZMN-UHFFFAOYSA-N,CS(=O)(=O)Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1,19200.0,4.716698771296451,CHEMBL4280835
XQUZETKLGCMJIF-UHFFFAOYSA-N,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,127.0,6.983288122256525,CHEMBL157084
XQWATEKYOOFROO-UHFFFAOYSA-N,Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,44.0,7.356547323513812,CHEMBL205235
XRGMUYHNNJZTJU-UHFFFAOYSA-N,CC1=C(C(=NC=N1)NC2=CC(=C(C=C2)OCC3=CC(=CC=C3)F)Cl)C#CCCCN4CCCC4,95.0,7.022276394711152,53325050
XRRHFQQSBXKXCI-FXELPECLSA-N,COc1cc2c(N[C@H]3COC[C@@H]3OC)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,50.0,7.301029995663981,CHEMBL3916828
XRWHSRBIHREGDO-UHFFFAOYSA-N,COc1ccc(C2=NN(C(C)=O)C(c3ccc(C(=O)OC(C)Cn4c([N+](=O)[O-])cnc4C)cc3)C2)cc1,12050.0,4.919012953089113,CHEMBL3746387
XRZUOLFZBNANGA-RMKNXTFCSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(Cl)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,8.0,8.096910013008056,CHEMBL179363
XRZYELWZLNAXGE-KPKJPENVSA-N,CC(C)(C)c1cc(/C=C(\C#N)C(N)=S)cc(C(C)(C)C)c1O,1000.0,6.0,CHEMBL539947
XSFGXVBMHUSTNL-UHFFFAOYSA-N,CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,3300.0,5.481486060122112,CHEMBL372112
XSVCKBHBQOJBFL-VAWYXSNFSA-N,CCOC(=O)/C=C/C(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,196.0,6.707743928643524,CHEMBL1928948
XTWOENWSROIPBI-UHFFFAOYSA-N,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)nn1)NO,537.4,6.26970233790285,CHEMBL3939771
XUAWYHMIPSETPV-UHFFFAOYSA-N,CS(=O)(=O)CCN(CCCCOC1=CC2=C(C=C1)N=CN=C2NC3=CC=C(C=C3)OCC4=CC=CC=C4)C(=O)C(F)(F)F,977.0,6.010105436281227,5329482
XUJGWUNUPCSKNE-UHFFFAOYSA-N,CCOC(=O)C(=CNc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1)C(=O)OCC,5050.0,5.296708621881338,CHEMBL3633936
